,schID,Year,leaID,School_Name,School_level,EIN1,Org_name1,Org_code1,Rev1,EIN2,Org_name2,Org_code2,Rev2,EIN3,Org_name3,Org_code3,Rev3,EIN4,Org_name4,Org_code4,Rev4,EIN5,Org_name5,Org_code5,Rev5,EIN6,Org_name6,Org_code6,Rev6,EIN7,Org_name7,Org_code7,Rev7,EIN8,Org_name8,Org_code8,Rev8,TotRev,ANYbig,ANYhuge,ANYenormous,ANYenormous2,ANYalive,PTAalive,PTOalive,BOOSTalive,OTHERalive
8472,1,2016,3700030,Alexander Wilson Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9718,1,2017,3700030,Alexander Wilson Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11033,1,2018,3700030,Alexander Wilson Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12378,1,2019,3700030,Alexander Wilson Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13689,1,2020,3700030,Alexander Wilson Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15028,1,2021,3700030,Alexander Wilson Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2016,3700030,altamahaw ossipee elem,primary,561682429.0,altamahaw ossipee school pta,1.0,34880.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,34880.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1429,2,2017,3700030,altamahaw ossipee elem,primary,561682429.0,altamahaw ossipee school pta,1.0,34880.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,34880.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2819,2,2018,3700030,altamahaw-ossipee elementary,primary,561682429.0,altamahaw ossipee school pta,1.0,33587.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,33587.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4187,2,2019,3700030,altamahaw-ossipee elementary,primary,561682429.0,altamahaw ossipee school pta,1.0,32282.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,32282.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5602,2,2020,3700030,altamahaw-ossipee elementary,primary,561682429.0,altamahaw ossipee school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7008,2,2021,3700030,altamahaw-ossipee elementary,primary,561682429.0,altamahaw ossipee school pta PTA North Carolina Congress,1.0,28067,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,28067.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8507,3,2016,3700030,B Everett Jordan Elem,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9759,3,2017,3700030,B Everett Jordan Elem,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11077,3,2018,3700030,B. Everett Jordan Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12419,3,2019,3700030,B. Everett Jordan Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13729,3,2020,3700030,B. Everett Jordan Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15065,3,2021,3700030,B. Everett Jordan Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,2016,3700012,c m eppes middle,middle,561792097.0,c m eppes middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1430,4,2017,3700012,c m eppes middle,middle,561792097.0,c m eppes middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2820,4,2018,3700012,c m eppes middle,middle,561792097.0,c m eppes middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4188,4,2019,3700012,c m eppes middle,middle,561792097.0,c m eppes middle school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5603,4,2020,3700012,c m eppes middle,middle,561792097.0,c m eppes middle school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7009,4,2021,3700012,c m eppes middle,middle,561792097.0,c m eppes middle school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2,5,2016,3700030,e m yoder elementary,primary,561899596.0,em yoder elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10011,5,2017,3700030,E M Yoder Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,5,2018,3700030,e m yoder elementary,primary,561899596.0,em yoder elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4189,5,2019,3700030,e m yoder elementary,primary,561899596.0,em yoder elementary school pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5604,5,2020,3700030,e m yoder elementary,primary,561899596.0,em yoder elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7010,5,2021,3700030,e m yoder elementary,primary,561899596.0,em yoder elementary school pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,6,2016,3700030,eastern alamance high,high,383774865.0,eastern alamance band boosters inc,3.0,25502.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,25502.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1431,6,2017,3700030,eastern alamance high,high,383774865.0,eastern alamance band boosters inc,3.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2822,6,2018,3700030,eastern alamance high,high,383774865.0,eastern alamance band boosters inc,3.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4190,6,2019,3700030,eastern alamance high,high,383774865.0,eastern alamance band boosters inc,3.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5605,6,2020,3700030,eastern alamance high,high,383774865.0,eastern alamance band boosters inc ,3.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7011,6,2021,3700030,eastern alamance high,high,383774865.0,eastern alamance band boosters inc ,3.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4,7,2016,3700030,edwin m holt elementary,primary,270868962.0,e m holt elementary school parent teacher organization,2.0,32655.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,32655.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1432,7,2017,3700030,edwin m holt elementary,primary,270868962.0,e m holt elementary school parent teacher organization,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2823,7,2018,3700030,edwin m holt elementary,primary,270868962.0,e m holt elementary school parent teacher organization,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4191,7,2019,3700030,edwin m holt elementary,primary,270868962.0,e m holt elementary school parent teacher organization,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5606,7,2020,3700030,edwin m holt elementary,primary,270868962.0,e m holt elementary school parent teacher organization ,2.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7012,7,2021,3700030,edwin m holt elementary,primary,270868962.0,e m holt elementary school parent teacher organization ,2.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,8,2016,3700030,elon elementary,primary,561987835.0,elon college elementary pto,2.0,13252.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,13252.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1433,8,2017,3700030,elon elementary,primary,561987835.0,elon college elementary pto,2.0,18055.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,18055.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2824,8,2018,3700030,elon elementary,primary,561987835.0,elon college elementary pto,2.0,20357.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,20357.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4192,8,2019,3700030,elon elementary,primary,561987835.0,elon college elementary pto,2.0,21814.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,21814.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5607,8,2020,3700030,elon elementary,primary,561987835.0,elon college elementary pto Elon College Elementary PTO,2.0,9,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7013,8,2021,3700030,elon elementary,primary,561987835.0,elon college elementary pto ,2.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6,9,2016,3700030,graham high,high,581837946.0,graham high school athletic boosters club inc,3.0,60165.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,60165.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1434,9,2017,3700030,graham high,high,581837946.0,graham high school athletic boosters club inc,3.0,60165.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,60165.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2825,9,2018,3700030,graham high,high,581837946.0,graham high school athletic boosters club inc,3.0,60165.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,60165.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4193,9,2019,3700030,graham high,high,581837946.0,graham high school athletic boosters club inc,3.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14090,9,2020,3700030,Graham High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15421,9,2021,3700030,Graham High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,10,2016,3700030,Graham Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141,10,2017,3700030,Graham Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11455,10,2018,3700030,Graham Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12782,10,2019,3700030,Graham Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14091,10,2020,3700030,Graham Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15422,10,2021,3700030,Graham Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8907,11,2016,3700030,Haw River Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,11,2017,3700030,Haw River Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11503,11,2018,3700030,Haw River Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12828,11,2019,3700030,Haw River Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14139,11,2020,3700030,Haw River Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15468,11,2021,3700030,Haw River Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,12,2016,3700030,North Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480,12,2017,3700030,North Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11802,12,2018,3700030,North Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13120,12,2019,3700030,North Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14442,12,2020,3700030,North Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759,12,2021,3700030,North Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,2016,3700030,pleasant grove elementary,primary,475370417.0,pleasant grove elementary pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1435,13,2017,3700030,pleasant grove elementary,primary,,,,0.0,475370417.0,pleasant grove elementary pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2826,13,2018,3700030,pleasant grove elementary,primary,475370417.0,pleasant grove elementary pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4194,13,2019,3700030,pleasant grove elementary,primary,475370417.0,pleasant grove elementary pta,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5608,13,2020,3700030,pleasant grove elementary,primary,475370417.0,pleasant grove elementary pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7014,13,2021,3700030,pleasant grove elementary,primary,475370417.0,pleasant grove elementary pta ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9424,14,2016,3700030,South Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10731,14,2017,3700030,South Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12058,14,2018,3700030,South Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13372,14,2019,3700030,South Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14705,14,2020,3700030,South Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16020,14,2021,3700030,South Graham Elementary,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,2016,3700030,south mebane elementary,primary,383816243.0,south mebane elementary school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1436,15,2017,3700030,south mebane elementary,primary,383816243.0,south mebane elementary school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2827,15,2018,3700030,south mebane elementary,primary,383816243.0,south mebane elementary school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4195,15,2019,3700030,south mebane elementary,primary,383816243.0,south mebane elementary school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5609,15,2020,3700030,south mebane elementary,primary,383816243.0,south mebane elementary school pto ,2.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7015,15,2021,3700030,south mebane elementary,primary,383816243.0,south mebane elementary school pto ,2.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9444,16,2016,3700030,Southern High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10752,16,2017,3700030,Southern High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12082,16,2018,3700030,Southern Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13397,16,2019,3700030,Southern Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14729,16,2020,3700030,Southern Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16046,16,2021,3700030,Southern Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,2016,3700030,southern middle,middle,,,,0.0,,,,0.0,452887968.0,southern middle school tiger ptsa,1.0,0.0,472011847.0,sms choral boosters,3.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1437,17,2017,3700030,southern middle,middle,,,,0.0,452887968.0,southern middle school tiger ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2828,17,2018,3700030,southern alamance middle,middle,10893361.0,southern middle school band boosters,3.0,0.0,452887968.0,southern middle school tiger ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
4196,17,2019,3700030,southern alamance middle,middle,10893361.0,southern middle school band boosters,3.0,0.0,821603393.0,southern alamance middle school athletic booster club,3.0,0.0,452887968.0,southern middle school tiger ptsa,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
5610,17,2020,3700030,southern alamance middle,middle,10893361.0,southern middle school band boosters ,3.0,0,208639041.0,southern alamance band boosters ,3.0,0,821603393.0,southern alamance middle school athletic booster club ,3.0,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7016,17,2021,3700030,southern alamance middle,middle,208639041.0,southern alamance band boosters ,3.0,0,821603393.0,southern alamance middle school athletic booster club ,3.0,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10,18,2016,3700030,sylvan elementary,primary,542082143.0,sylvan elementary school,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1438,18,2017,3700030,sylvan elementary,primary,542082143.0,sylvan elementary school,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2829,18,2018,3700030,sylvan elementary,primary,542082143.0,sylvan elementary school,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4197,18,2019,3700030,sylvan elementary,primary,542082143.0,sylvan elementary school,1.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5611,18,2020,3700030,sylvan elementary,primary,542082143.0,sylvan elementary school ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7017,18,2021,3700030,sylvan elementary,primary,542082143.0,sylvan elementary school ,1.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
11,19,2016,3700030,western alamance high,high,581507918.0,western alamance zone band boosters inc,3.0,59304.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,59304.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1439,19,2017,3700030,western alamance high,high,581507918.0,western alamance zone band boosters inc,3.0,59304.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,59304.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
12316,19,2018,3700030,Western Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13627,19,2019,3700030,Western Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14960,19,2020,3700030,Western Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16277,19,2021,3700030,Western Alamance High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9655,20,2016,3700030,Western Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,20,2017,3700030,Western Middle,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,20,2018,3700030,western alamance middle,middle,581507918.0,western alamance zone band boosters inc,3.0,49451.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,49451.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4198,20,2019,3700030,western alamance middle,middle,581507918.0,western alamance zone band boosters inc,3.0,49451.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,49451.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5612,20,2020,3700030,western alamance middle,middle,581507918.0,western alamance zone band boosters inc ,3.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7018,20,2021,3700030,western alamance middle,middle,581507918.0,western alamance zone band boosters inc ,3.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12,21,2016,3700030,woodlawn middle,middle,263000157.0,woodlawn middle school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1440,21,2017,3700030,woodlawn middle,middle,263000157.0,woodlawn middle school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2831,21,2018,3700030,woodlawn middle,middle,263000157.0,woodlawn middle school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4199,21,2019,3700030,woodlawn middle,middle,263000157.0,woodlawn middle school pto,2.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5613,21,2020,3700030,woodlawn middle,middle,263000157.0,woodlawn middle school pto ,2.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7019,21,2021,3700030,woodlawn middle,middle,263000157.0,woodlawn middle school pto ,2.0,0,,,,0,,,,0,,,,0,,,,0,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8469,22,2016,3704320,Albemarle High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714,22,2017,3704320,Albemarle High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11029,22,2018,3704320,Albemarle High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
